# meta: schema_version=14, exported_at=2026-05-11T18:22:52Z, record_count=97, confidence_threshold=0
argus_record_id,id,identifier,identifier_type,device_category,manufacturer,model,confidence,source_type,source_url,source_excerpt,geographic_scope,description,first_seen,last_verified,notes
08ba884cc4bbaa57,422,50:13:9d,oui,unknown,Sierra Wireless,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,50139D,""Sierra Wireless, ULC"",13811 Wireless Way Richmond BC CA V6V 3A4 ",global,Sierra Wireless unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=59964. SAR-9 disposition=accept via alias='Sierra Wireless'. candidate_manufacturer (raw)='Sierra Wireless, ULC'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=507; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=50:13:9D         	SierraWirele	Sierra Wireless, ULC"
759d22ae8c310a68,423,8c:58:23,oui,drone,DJI,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,8C5823,""SZ DJI TECHNOLOGY CO.,LTD"",""DJI Sky City, No55 Xianyuan Road, Nanshan District Shenzhen Guangdong CN 518057 """,global,DJI drone,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=60185. SAR-9 disposition=accept via alias='DJI'. candidate_manufacturer (raw)='SZ DJI TECHNOLOGY CO.,LTD'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=517; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=8C:58:23         	SzDjiTechnol	Sz Dji Technology Co.,Ltd"
f328f535d79393e4,424,0c:9a:e6,oui,drone,DJI,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,0C9AE6,""SZ DJI TECHNOLOGY CO.,LTD"",""DJI Sky City,No55 Xianyuan Road,Nanshan District shenzhen Guangdong CN 518057 """,global,DJI drone,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=60305. SAR-9 disposition=accept via alias='DJI'. candidate_manufacturer (raw)='SZ DJI TECHNOLOGY CO.,LTD'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=496; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=0C:9A:E6         	SzDjiTechnol	Sz Dji Technology Co.,Ltd"
dd9b9f36bd8d3ca3,425,84:db:2f,oui,unknown,Sierra Wireless,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,84DB2F,""Sierra Wireless, ULC"",1381 Wireless Way Richmond BC CA V6V 3A4 ",global,Sierra Wireless unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=60750. SAR-9 disposition=accept via alias='Sierra Wireless'. candidate_manufacturer (raw)='Sierra Wireless, ULC'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=514; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=84:DB:2F         	SierraWirele	Sierra Wireless, ULC"
7dea9c3aa868a56f,426,64:ce:6e,oui,unknown,Sierra Wireless,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,64CE6E,""Sierra Wireless, ULC"",13811 Wireless Way Richmond BC CA V6V 3A4 ",global,Sierra Wireless unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=60755. SAR-9 disposition=accept via alias='Sierra Wireless'. candidate_manufacturer (raw)='Sierra Wireless, ULC'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=510; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=64:CE:6E         	SierraWirele	Sierra Wireless, ULC"
83e56c1f08115ba8,427,00:1f:92,oui,unknown,Motorola Solutions,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,001F92,Motorola Solutions Inc.,""500 W Monroe Street, Ste 4400 Chicago IL US 60661-3781 """,global,Motorola Solutions unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=62961. SAR-9 disposition=accept via alias='Motorola Solutions'. candidate_manufacturer (raw)='Motorola Solutions Inc.'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=481; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=00:1F:92         	MotorolaSolu	Motorola Solutions Inc."
58156e31b1fdfc1f,428,0c:bf:15,oui,unknown,Genetec,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,0CBF15,Genetec Inc.,2280 boul Alfred-Nobel St. Laurent Quebec CA H4S 2A4 ",global,Genetec unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=63504. SAR-9 disposition=accept via alias='Genetec'. candidate_manufacturer (raw)='Genetec Inc.'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=497; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=0C:BF:15         	Genetec     	Genetec Inc."
0e8abf00fbc625b7,429,00:1d:96,oui,unknown,WatchGuard,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,001D96,WatchGuard Video,3001 Summit Ave. Plano TX US 75074 ",global,WatchGuard unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=65374. SAR-9 disposition=accept via alias='WatchGuard'. candidate_manufacturer (raw)='WatchGuard Video'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=480; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=00:1D:96         	WatchGuardVi	WatchGuard Video"
374727b9c4420369,430,00:02:68,oui,unknown,Harris,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,000268,Harris Government Communications,Systems Division Melbourne FL US 32902 ",global,Harris unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=66554. SAR-9 disposition=accept via alias='Harris'. candidate_manufacturer (raw)='Harris Government Communications'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=472; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=00:02:68         	HarrisGovern	Harris Government Communications"
8f6d7a48b568c851,431,60:60:1f,oui,drone,DJI,,80,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,60601F,""SZ DJI TECHNOLOGY CO.,LTD"",""DJI Sky City, No55 Xianyuan Road, Nanshan District Shenzhen Guangdong CN 518057 """,global,DJI drone,,2026-05-11T18:21:50Z,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=67308. SAR-9 disposition=accept via alias='DJI'. candidate_manufacturer (raw)='SZ DJI TECHNOLOGY CO.,LTD'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=509; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=60:60:1F         	SzDjiTechnol	Sz Dji Technology Co.,Ltd
[CP14 Phase-4 promotion-cycle-1 2026-05-11] Cat already drone. Conf 55->80 per §8.2 corroboration (Wave-A 1a MaxwellDPS raw_obs.id=219598 + 1c tesorrells raw_obs.id=219750 + 1d/2c/4b/4c DJI OUI cross-validation). Merged id=509.
[CP14 Phase-4 promotion-cycle-1 2026-05-11] Paired LA-child landed at id=566 ('62:60:1f', conf=40, pair_kind='la_bit_flip'). First row to exercise paired_identifier_id + pair_kind columns from migration 0012."
76619ed0f14e349c,432,e4:7a:2c,oui,drone,DJI,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,E47A2C,""SZ DJI TECHNOLOGY CO.,LTD"",""DJI Sky City, No55 Xianyuan Road, Nanshan District Shenzhen Guangdong CN 518057 """,global,DJI drone,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=67309. SAR-9 disposition=accept via alias='DJI'. candidate_manufacturer (raw)='SZ DJI TECHNOLOGY CO.,LTD'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=529; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=E4:7A:2C         	SzDjiTechnol	Sz Dji Technology Co.,Ltd"
68946bf61c2cabb9,433,00:40:8c,oui,unknown,Axis Communications,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,00408C,Axis Communications AB,SCHEELEVAGEN 16   SE  ",global,Axis Communications unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=67362. SAR-9 disposition=accept via alias='Axis Communications'. candidate_manufacturer (raw)='Axis Communications AB'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=487; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=00:40:8C         	AxisCommunic	Axis Communications AB"
e1b5d4dcc06bc8a6,434,70:1a:d5,oui,unknown,Avigilon,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,701AD5,Avigilon Alta,""13428 Maxella Ave, #866 Marina Del Rey CA US 90292 """,global,Avigilon unknown,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=67837. SAR-9 disposition=accept via alias='Avigilon'. candidate_manufacturer (raw)='Avigilon Alta'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=511; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=70:1A:D5         	AvigilonAlta	Avigilon Alta"
26c3eded4bd7bdc1,435,9c:5a:8a,oui,drone,DJI,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,9C5A8A,DJI BAIWANG TECHNOLOGY CO LTD,""Room 101, Building 12, Baiwangxin Industrial Park, 1002 Songbai Road, Sunshine Community, Xili Street Shenzhen Guangdong CN 518057 """,global,DJI drone,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=67842. SAR-9 disposition=accept via alias='DJI'. candidate_manufacturer (raw)='DJI BAIWANG TECHNOLOGY CO LTD'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=520; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=9C:5A:8A         	DjiBaiwangTe	Dji Baiwang Technology Co Ltd"
108e8f0bd4b6da48,436,88:29:85,oui,drone,DJI,,55,inferred,https://standards-oui.ieee.org/oui/oui.csv,"MA-L,882985,""SZ DJI TECHNOLOGY CO.,LTD"",""DJI Sky City, No55 Xianyuan Road, Nanshan District Shenzhen Guangdong CN 518057 """,global,DJI drone,,,"Phase-5 Step-4 follow-on² (MAC-44). raw_observations.id=68246. SAR-9 disposition=accept via alias='DJI'. candidate_manufacturer (raw)='SZ DJI TECHNOLOGY CO.,LTD'. §8.2 inferred 30–70; baseline 50; adjustments=none. §8.4 strict — device_category='unknown' for OUI-level inference. §11 #13 — Talos-export-banned at staging. Board ratifications: strict-§8.4 MAC-1 [`613ec532`](/MAC/issues/MAC-1#comment-613ec532-d8cb-4f0f-a35b-c811e2864d7d) 2026-05-06T17:08:16Z; SAR-9 [`234faaa7`](/MAC/approvals/234faaa7-e1c0-40fd-a247-f82cb588fc23) 2026-05-06T18:05:53Z.
merged_from_id=515; source_url=https://www.wireshark.org/download/automated/data/manuf; source_excerpt=88:29:85         	SzDjiTechnol	Sz Dji Technology Co.,Ltd"
